Mã sách,Tên sách,Lượt bán,Giá,Tác giả,Người dịch,Ngôn ngữ,Năm xuất bản,Xu hướng,Hình thức,Ratings,Thể loại,Link,Số trang
8935279159383,"Bộ Luật Hình Sự (Hiện Hành) (Sửa Đổi, Bổ Sung Năm 2017)",208,131.000 đ,Quốc hội,N/A,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/bo-luat-hinh-su-hien-hanh-sua-doi-bo-sung-nam-2017.html,496
8935279162208,"Bộ Luật Tố Tụng Dân Sự (Hiện Hành) (Sửa Đổi, Bổ Sung Năm 2019, 2020, 2022, 2023)",83,120.000 đ,Quốc Hội,N/A,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/bo-luat-to-tung-dan-su-hien-hanh-sua-doi-bo-sung-nam-2019-2020-2022-2023.html,452
8935074129666,Những Nhà Tư Tưởng Lớn - Plato In 60 Minuten - Plato Trong 60 Phút,27,85.000 đ,Walther Ziegler,N/A,N/A,2022,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/nhung-nha-tu-tuong-lon-plato-trong-60-phut.html,142
8935235243736,Vẻ Đẹp Của Cuộc Sống - Nhật Ký Của Krishnamurti,9,139.000 đ,J. Krishnamurti,Nguyễn Sỹ Khánh,N/A,2025,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/ve-dep-cua-cuoc-song-nhat-ky-cua-krishnamurti.html,264
8935270704988,Tư Duy Như Chính Trị Gia,8,168.000 đ,"Graeme Garrard, James Bernard Murphy",Linh Chi,Tiếng Việt,2025,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/tu-duy-nhu-chinh-tri-gia.html,272
8934974204664,Triết Lý Của Inamori Kazuo Chúng Ta Sống Vì Điều Gì?,41,105.000 đ,Inamori Kazuo,Nguyễn Đỗ An Nhiên,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/triet-ly-cua-inamori-kazuo-chung-ta-song-vi-dieu-gi.html,180
8935279159376,"Bộ Luật Tố Tụng Hình Sự (Hiện Hành) (Sửa Đổi, Bổ Sung Năm 2021)",136,121.000 đ,Quốc hội,N/A,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/bo-luat-to-tung-hinh-su-hien-hanh-sua-doi-bo-sung-nam-2021-534955.html,456
8934974201519,Tư Duy Pháp Lý Của Luật Sư (Tái Bản 2024),81,260.000 đ,Nguyễn Ngọc Bích,N/A,Tiếng Việt,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/tu-duy-phap-ly-cua-luat-su-tai-ban-2024.html,444
8935279165896,"Luật Trật Tự, An Toàn Giao Thông Đường Bộ Năm 2024",57,37.000 đ,Quốc Hội,N/A,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/luat-trat-tu-an-toan-giao-thong-duong-bo-nam-2024.html,148
9786048098551,"Luật Trật Tự, An Toàn Giao Thông Đường Bộ (Được Quốc Hội Thông Qua Ngày 27-6-2024, Có Hiệu Lực Từ Ngày 01-01-2025)",59,37.000 đ,Quốc Hội,N/A,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/luat-trat-tu-an-toan-giao-thong-duong-bo-duoc-quoc-hoi-thong-qua-ngay-27-6-2024-co-hieu-luc-tu-ngay-01-01-2025.html,125
8934974166429,Di Sản Hồ Chí Minh - Lịch Sử Nước Ta (Khổ Nhỏ),25,35.000 đ,Hồ Chí Minh,N/A,N/A,2020,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/di-san-ho-chi-minh-lich-su-nuoc-ta-kho-nho.html,115
8934974180036,Lên Tàu Cùng Socrates: Đi Tìm Ý Nghĩa Cuộc Sống Từ Các Triết Gia,33,195.000 đ,Eric Weiner,Lê Hải Dung,N/A,2022,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/len-tau-cung-socrates-di-tim-y-nghia-cuoc-song-tu-cac-triet-gia.html,436
8935279165889,Luật Bảo Hiểm Xã Hội 2024,91,42.000 đ,Quốc Hội,N/A,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/luat-bao-hiem-xa-hoi-2024.html,176
9786048093778,"Luật Đất Đai (Hiện Hành) (Được Quốc Hội Thông Qua Ngày 18/01/2024, Có Hiệu Lực Từ Ngày 01/08/2024)",427,109.000 đ,Quốc Hội,N/A,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/luat-dat-dai-hien-hanh-duoc-quoc-hoi-thong-qua-ngay-18-01-2024-co-hieu-luc-tu-ngay-01-08-2024.html,376
8935279168033,Hiến Pháp Nước Cộng Hòa Xã Hội Chủ Nghĩa Việt Nam,8,28.000 đ,Quốc Hội,N/A,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/hien-phap-nuoc-cong-hoa-xa-hoi-chu-nghia-viet-nam-613304.html,68
8935244854480,Nguyễn Văn Trỗi,38,50.000 đ,"Hoài Lộc, Bùi Việt Thanh",N/A,N/A,2022,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/nguyen-van-troi.html,32
9786048084905,"Luật Tố Tụng Hành Chính (Hiện Hành) (Sửa Đổi, Bổ Sung Năm 2019)",48,105.000 đ,Quốc Hội,N/A,N/A,2023,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/luat-to-tung-hanh-chinh-hien-hanh-sua-doi-bo-sung-nam-2019-450262.html,272
9786047462421,Yoga Sutra,51,99.000 đ,Patanjali,Sophia Ngo,Tiếng Việt,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/yoga-sutra.html,182
8935279165889,Luật Bảo Hiểm Xã Hội 2024,91,42.000 đ,Quốc Hội,N/A,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/luat-bao-hiem-xa-hoi-2024.html,176
8935279168033,Hiến Pháp Nước Cộng Hòa Xã Hội Chủ Nghĩa Việt Nam,8,28.000 đ,Quốc Hội,N/A,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/hien-phap-nuoc-cong-hoa-xa-hoi-chu-nghia-viet-nam-613304.html,68
9786048093778,"Luật Đất Đai (Hiện Hành) (Được Quốc Hội Thông Qua Ngày 18/01/2024, Có Hiệu Lực Từ Ngày 01/08/2024)",427,109.000 đ,Quốc Hội,N/A,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/luat-dat-dai-hien-hanh-duoc-quoc-hoi-thong-qua-ngay-18-01-2024-co-hieu-luc-tu-ngay-01-08-2024.html,376
8935244854336,Đội Thiếu Niên Du Kích Thành Huế (Tái Bản 2021),11,50.000 đ,Văn Tùng,N/A,N/A,2021,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/doi-thieu-nien-du-kich-thanh-hue-tai-ban-2021.html,160
8936144201190,Cái Ác,29,92.000 đ,Paul Ricoeur,Bùi Văn Nam Sơn,N/A,2021,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/cai-ac.html,98
9786048469603,Luân Lý Học - Bìa Cứng (Tái Bản 2022),105,350.000 đ,Aristotle,Nhiều Dịch Giả,N/A,2022,No,Bìa Cứng,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/luan-ly-hoc-tai-ban.html,316
8935244887198,Bác Hồ Kính Yêu (Tái Bản 2023),39,75.000 đ,Nhiều Tác Giả,N/A,Tiếng Việt,2023,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/bac-ho-kinh-yeu-tai-ban-2023.html,136
8935210224064,Tủ Sách Bác Hồ - Chuyện Kể Từ Làng Sen,73,72.000 đ,Chu Trọng Huyến,N/A,N/A,2017,No,Bìa Mềm,5.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/tu-sach-bac-ho-chuyen-ke-tu-lang-sen.html,294
8935279150083,Bộ Luật Dân Sự Năm 2015 Và Các Nghị Định Hướng Dẫn Thi Hành,53,158.000 đ,Quốc Hội,N/A,N/A,2023,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/bo-luat-dan-su-nam-2015-va-cac-nghi-dinh-huong-dan-thi-hanh-436188.html,528
8934974155454,Đọc Tuyên Ngôn Của Đảng Cộng Sản (Trọn Bộ 2 Tập),31,110.000 đ,"Karl Marx, Friedrich Engels, Vũ Tình",N/A,Tiếng Việt,2018,No,Bộ Hộp,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/doc-tuyen-ngon-cua-dang-cong-san-tron-bo-2-tap.html,440
8935279156535,Luật Khiếu Nại (Hiện Hành),61,24.000 đ,Quốc Hội,N/A,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/luat-khieu-nai-hien-hanh-530749.html,42
8935074135018,Những Nhà Tư Tưởng Lớn - Buddha In 60 Minuten - Đức Phật Trong 60 Phút,11,98.000 đ,Walther Ziegler,Nguyễn Tường Bách,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/nhung-nha-tu-tuong-lon-buddha-duc-phat-trong-60-phut.html,184
8935244853476,Lá Cờ Thêu Sáu Chữ Vàng (Tái Bản 2021),65,60.000 đ,"Nguyễn Huy Tưởng, Văn Minh",N/A,N/A,2021,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/la-co-theu-sau-chu-vang-tai-ban-2021-364570.html,48
9786047256174,"Góp Phần Bảo Vệ Nền Tảng Tư Tưởng Của Đảng, Đấu Tranh Phản Bác Quan Điểm, Luận Điệu Sai Trái, Thù Địch Chống Phá Đại Hội XIII",6,125.000 đ,TS Lê Thế Cương,N/A,N/A,2023,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/gop-phan-bao-ve-nen-tang-tu-tuong-cua-dang-dau-tranh-phan-bac-quan-diem-luan-dieu-sai-trai-thu-dich-chong-pha-dai-hoi-xiii.html,335
8935235229709,Triết Học - Tất Cả Những Điều Cần Biết Để Thông Thạo Bộ Môn Này,9,309.000 đ,Peter Gibson,"Đinh Hồng Phúc, Vũ Hoàng Lan Hương",N/A,2021,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/triet-hoc-tat-ca-nhung-dieu-can-biet-de-thong-thao-bo-mon-nay.html,256
9786043496376,Đàm Đạo Với Khổng Tử,99,138.000 đ,Hồ Văn Phi,Vũ Ngọc Quỳnh,N/A,2021,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/dam-dao-voi-khong-tu-469351.html,396
8936144202388,"Wabi-Sabi - Tập 1 - Cho Nghệ Sĩ, Nhà Thiết Kế, Nhà Thơ Và Triết Gia ",24,125.000 đ,Leonard Koren,Ngô Trà Mi,Tiếng Việt,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/wabi-sabi-tap-1-cho-nghe-si-nha-thiet-ke-nha-tho-va-triet-gia.html,120
8935270704834,Nam Hoa Kinh,12,139.000 đ,Trang Tử,Nhượng Tống,Tiếng Việt,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/nam-hoa-kinh-581401.html,488
8936144202395,Wabi-Sabi - Tập 2 - Những Suy Nghĩ Thêm,22,125.000 đ,Leonard Koren,Ngô Trà Mi,Tiếng Việt,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/wabi-sabi-tap-2-nhung-suy-nghi-them.html,120
8935235227590,"Tôi Tư Duy, Vậy Thì Tôi Vẽ",11,148.000 đ,"Thomas Cathcart, Daniel Klein.",Như Huy,N/A,2020,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/toi-tu-duy-vay-thi-toi-ve.html,364
9786043408218,Luận Về Tinh Thần,5,95.000 đ,Piere Pichot,Phạm Thị Bích Lệ,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/luan-ve-tinh-than.html,184
9786048470043,Biện Luận - Rhētorikḗ - Tác Phẩm Triết Học Kinh Điển,40,290.000 đ,Aristotle,Lê Minh Tân,N/A,2023,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/bien-luan-rhetorik-tac-pham-triet-hoc-kinh-dien.html,304
8934974173014,Di Sản Hồ Chí Minh - Bản Án Chế Độ Thực Dân Pháp,41,75.000 đ,Nguyễn Ái Quốc,N/A,N/A,2021,No,Bìa Mềm,5.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/di-san-ho-chi-minh-ban-an-che-do-thuc-dan-phap.html,192
9786047256174,"Góp Phần Bảo Vệ Nền Tảng Tư Tưởng Của Đảng, Đấu Tranh Phản Bác Quan Điểm, Luận Điệu Sai Trái, Thù Địch Chống Phá Đại Hội XIII",6,125.000 đ,TS Lê Thế Cương,N/A,N/A,2023,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/gop-phan-bao-ve-nen-tang-tu-tuong-cua-dang-dau-tranh-phan-bac-quan-diem-luan-dieu-sai-trai-thu-dich-chong-pha-dai-hoi-xiii.html,335
9786043496376,Đàm Đạo Với Khổng Tử,99,138.000 đ,Hồ Văn Phi,Vũ Ngọc Quỳnh,N/A,2021,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/dam-dao-voi-khong-tu-469351.html,396
8935235229709,Triết Học - Tất Cả Những Điều Cần Biết Để Thông Thạo Bộ Môn Này,9,309.000 đ,Peter Gibson,"Đinh Hồng Phúc, Vũ Hoàng Lan Hương",N/A,2021,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/triet-hoc-tat-ca-nhung-dieu-can-biet-de-thong-thao-bo-mon-nay.html,256
8936144202388,"Wabi-Sabi - Tập 1 - Cho Nghệ Sĩ, Nhà Thiết Kế, Nhà Thơ Và Triết Gia ",24,125.000 đ,Leonard Koren,Ngô Trà Mi,Tiếng Việt,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/wabi-sabi-tap-1-cho-nghe-si-nha-thiet-ke-nha-tho-va-triet-gia.html,120
8935235227590,"Tôi Tư Duy, Vậy Thì Tôi Vẽ",11,148.000 đ,"Thomas Cathcart, Daniel Klein.",Như Huy,N/A,2020,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/toi-tu-duy-vay-thi-toi-ve.html,364
8935270704834,Nam Hoa Kinh,12,139.000 đ,Trang Tử,Nhượng Tống,Tiếng Việt,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/nam-hoa-kinh-581401.html,488
8936144202395,Wabi-Sabi - Tập 2 - Những Suy Nghĩ Thêm,22,125.000 đ,Leonard Koren,Ngô Trà Mi,Tiếng Việt,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/wabi-sabi-tap-2-nhung-suy-nghi-them.html,120
9786043408218,Luận Về Tinh Thần,5,95.000 đ,Piere Pichot,Phạm Thị Bích Lệ,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/luan-ve-tinh-than.html,184
9786048470043,Biện Luận - Rhētorikḗ - Tác Phẩm Triết Học Kinh Điển,40,290.000 đ,Aristotle,Lê Minh Tân,N/A,2023,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/bien-luan-rhetorik-tac-pham-triet-hoc-kinh-dien.html,304
8934974173014,Di Sản Hồ Chí Minh - Bản Án Chế Độ Thực Dân Pháp,41,75.000 đ,Nguyễn Ái Quốc,N/A,N/A,2021,No,Bìa Mềm,5.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/di-san-ho-chi-minh-ban-an-che-do-thuc-dan-phap.html,192
8934974173151,Chu Dịch Huyền Giải (Tái Bản 2021),27,90.000 đ,Thu Giang Nguyễn Duy Cần,N/A,N/A,2021,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/chu-dich-huyen-giai-tai-ban-2021.html,244
8935279166312,Luật Nhà Ở Năm 2023 (Sửa Đổi Bỗ Sung 2024),25,67.000 đ,Quốc Hội,N/A,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/luat-nha-o-nam-2023-sua-doi-bo-sung-2024.html,300
8935235236400,Chủ Nghĩa Tư Bản Và Tự Do - Capitalism And Freedom,86,200.000 đ,Milton Friedman,Trần Trọng Hải Minh,N/A,2022,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/chu-nghia-tu-ban-va-tu-do-capitalism-and-freedom.html,367
8935235236523,Câu Chuyện Triết Học - The Story Of Philosophy,43,450.000 đ,Will Durant,Hoàng Đức Long,N/A,2022,No,Bìa Cứng,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/cau-chuyen-triet-hoc-the-story-of-philosophy.html,743
8934974200642,Di Sản Hồ Chí Minh - Những Mẩu Chuyện Về Đời Hoạt Động Của Hồ Chủ Tịch (Tái Bản 2024),36,80.000 đ,Trần Dân Tiên,N/A,Tiếng Việt,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/di-san-ho-chi-minh-nhung-mau-chuyen-ve-doi-hoat-dong-cua-ho-chu-tich-tai-ban-2024.html,183
9786043408157,Chủ Nghĩa Nhân Vị,14,125.000 đ,Emmanuel Mounier,Võ Thị Thu Thảo,Tiếng Việt,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/chu-nghia-nhan-vi.html,252
8935074122247,Những Nhà Tư Tưởng Lớn - ADAM SMITH Trong 60 Phút,13,60.000 đ,Walther Ziegler,Tôn Thất Thông,N/A,2020,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/nhung-nha-tu-tuong-lon-adam-smith-trong-60-phut.html,128
8935270703929,Quảng Trường Và Tòa Tháp,6,349.000 đ,Niall Ferguson,"Vũ Hoàng Linh, Sơn Phạm",N/A,2022,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/quang-truong-va-toa-thap-416366.html,696
8935244854305,Kim Đồng (Tái Bản 2021),58,30.000 đ,Tô Hoài,N/A,N/A,2021,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/kim-dong-tai-ban-2021.html,127
8935236430142,Tứ Thư - Bìa Cứng,27,250.000 đ,Quốc Trung,N/A,N/A,2023,No,Bìa Cứng,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/tu-thu-bia-cung.html,584
8935280501263,Học Thuyết Bergson - Bìa Cứng,14,265.000 đ,Gilles Deleuze,Nguyễn Anh Cường,N/A,2024,No,Bìa Cứng,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/hoc-thuyet-bergson-bia-cung.html,312
8934974162445,Di Sản Hồ Chí Minh - Hồ Chí Minh Bàn Về Đạo Đức,31,40.000 đ,"Vũ Tình, Nguyễn Thị Thảo, Nguyễn Thị Thanh Ngân",N/A,N/A,2019,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/di-san-ho-chi-minh-ho-chi-minh-ban-ve-dao-duc.html,60
8935074122254,Những Nhà Tư Tưởng Lớn - HEIDEGGER Trong 60 Phút,5,60.000 đ,Walther Ziegler,Tô Tuấn Lưu,N/A,2020,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/nhung-nha-tu-tuong-lon-heidegger-trong-60-phut.html,128
9786048092832,"Luật Các Tổ Chức Tín Dụng (Hiện Hành) (Được Quốc Hội Thông Qua Ngày 18/01/2024, Có Hiệu Lực Kể Từ Ngày 01/7/2024)",116,62.000 đ,Quốc Hội,N/A,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/luat-cac-to-chuc-tin-dung-hien-hanh-duoc-quoc-hoi-thong-qua-ngay-18-01-2024-co-hieu-luc-ke-tu-ngay-01-7-2024.html,222
8935210224057,Tủ Sách Bác Hồ - Việt Nam Đẹp Nhất Tên Người,100,63.000 đ,Khánh Linh,N/A,N/A,2017,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/tu-sach-bac-ho-viet-nam-dep-nhat-ten-nguoi.html,258
9786048093938,Luật Viên Chức (Hiện Hành) Và Các Văn Bản Hướng Dẫn Thi Hành,17,60.000 đ,Quốc Hội,N/A,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/luat-vien-chuc-hien-hanh-va-cac-van-ban-huong-dan-thi-hanh.html,192
9786048057459,Bình Luận Bộ Luật Hình Sự 2015 - Phần 2 Các Tội Phạm - Chương XVI - Các Tội Xâm Phạm Sở Hữu + Chương XVII Các Tội Xâm Phạm Hôn Nhân Và Gia Đình,5,300.000 đ,Đinh Văn Quế,N/A,N/A,2021,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/binh-luan-bo-luat-hinh-su-2015-phan-2-cac-toi-pham-chuong-xvi-cac-toi-xam-pham-so-huu-chuong-xvii-cac-toi-xam-pham-hon-nhan-va-gia-dinh.html,452
9786043227635,Chủ Nghĩa Totémisme Ngày Nay,2,125.000 đ,Claude Lévi-Strauss,Mai Yên Thi,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/chu-nghia-totemisme-ngay-nay.html,232
8935279166527,Luật Thi Hành Án Hình Sự Năm 2019 Và Nghị Định Hướng Dẫn Thi Hành,17,68.000 đ,Quốc Hội,N/A,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/luat-thi-hanh-an-hinh-su-nam-2019-va-nghi-dinh-huong-dan-thi-hanh.html,280
8935086857526,As One Is - Như Ta Là,58,88.000 đ,Krishnamurti,Đào Hữu Nghĩa,Tiếng Việt,2023,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/as-one-is-nhu-ta-la.html,176
8935279166541,"Luật Phòng Cháy Và Chữa Cháy Năm 2001 (Sửa Đổi, Bổ Sung Năm 2013, 2023)",3,20.000 đ,Quốc Hội,N/A,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/luat-phong-chay-va-chua-chay-nam-2001-sua-doi-bo-sung-nam-2013-2023.html,60
8935279102181,Hỏi - Đáp Về Di Sản Thế Giới Và Di Sản Thế Giới Tại Việt Nam,5,33.000 đ,Thanh Huyền,N/A,N/A,2018,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/hoi-dap-ve-di-san-the-gioi-va-di-san-the-gioi-tai-viet-nam.html,124
8936203363227,Luật Pháp - Khái Lược Những Tư Tưởng Lớn - Bìa Cứng,15,450.000 đ,DK,Lê Hương Ly,Tiếng Việt,2023,No,Bìa Cứng,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/luat-phap-khai-luoc-nhung-tu-tuong-lon-bia-cung.html,336
9786044777832,Hàn Phi Tử - Dĩ Pháp Vi Tôn,24,98.000 đ,Mặc Am,Mặc Am,N/A,2024,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/han-phi-tu-di-phap-vi-ton.html,250
8934974190561,Di Sản Hồ Chí Minh: 52 Câu Chuyện Dưới Cờ Về Chủ Tịch Hồ Chí Minh,21,75.000 đ,TRẦN VĂN PHƯƠNG,N/A,N/A,2023,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/di-san-ho-chi-minh-52-cau-chuyen-duoi-co-ve-chu-tich-ho-chi-minh.html,216
9786048089559,Luật Trẻ Em Và Nghị Định Hướng Dẫn Thi Hành,13,55.000 đ,Quốc Hội,N/A,N/A,2023,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/luat-tre-em-va-nghi-dinh-huong-dan-thi-hanh.html,208
8935270703424,Adolf Hitler - Chân Dung Một Trùm Phát Xít,7,599.000 đ,John Toland,"Nguyễn Hiền Thu, Nguyễn Hồng Hải",N/A,2022,No,Bìa Cứng,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/adolf-hitler-chan-dung-mot-trum-phat-xit.html,1200
8935069922210,Rắc Rối Giới - Gender Trouble,10,198.000 đ,Judith Butler,"Nhóm Tiên Phong, Nguyễn Thị Minh, Đỗ Thùy Linh",Tiếng Việt,2022,No,Bìa Mềm,0.0/5 (0 đánh giá),Chính Trị - Pháp Lý - Triết Học,https://www.fahasa.com/rac-roi-gioi-gender-trouble.html,384
